StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Demographics_Age,Party_ID1,Party_ID1_4_TEXT,Party_IDR,Party_IDD,Party_IDI,RenewableEnergy_supp,EnvPolicy_Priority,Treatment_positive
2024-03-27 15:03:38,2024-03-27 15:03:38,Survey Test,,100,0,True,2024-03-27 15:03:38,R_3rc4ZB5iCev5L0y,,,,,,,test,,35 - 44,Democrat,,,Not very strong,,3,1,1
2024-03-27 15:03:38,2024-03-27 15:03:38,Survey Test,,100,0,True,2024-03-27 15:03:38,R_5082uprkZbKIRWC,,,,,,,test,,25 - 34,Independent,,,,Democratic,,4,0
2024-03-27 15:03:39,2024-03-27 15:03:39,Survey Test,,100,0,True,2024-03-27 15:03:39,R_4Ip5yJDG9cWP9mC,,,,,,,test,,45 - 54,Republican,,Strong,,,,3,0
2024-03-27 15:03:39,2024-03-27 15:03:39,Survey Test,,100,0,True,2024-03-27 15:03:39,R_1LIoLObJRE08zqe,,,,,,,test,,18 - 24,Other,"Nibh donec fermentum, magna! Praesent! Praesent morbi dapibus. Faucibus ab sed interdum.",,,Neither,,2,1
2024-03-27 15:03:39,2024-03-27 15:03:39,Survey Test,,100,0,True,2024-03-27 15:03:39,R_e4gPNMECyGpvEou,,,,,,,test,,U18,Democrat,,,Not very strong,,3,4,0
2024-03-27 15:03:39,2024-03-27 15:03:40,Survey Test,,100,1,True,2024-03-27 15:03:40,R_7QG5OT6S0Fvx2HI,,,,,,,test,,25 - 34,Democrat,,,Strong,,,1,1
2024-03-27 15:03:40,2024-03-27 15:03:40,Survey Test,,100,0,True,2024-03-27 15:03:40,R_832YT7AA8WGuSto,,,,,,,test,,25 - 34,No preference,,,,Republican,,3,0
2024-03-27 15:03:40,2024-03-27 15:03:40,Survey Test,,100,0,True,2024-03-27 15:03:40,R_3ayZ7HzYGPPFrca,,,,,,,test,,18 - 24,No preference,,,,Neither,,4,0
2024-03-27 15:03:41,2024-03-27 15:03:41,Survey Test,,100,0,True,2024-03-27 15:03:41,R_3CTIUqbDB0VCgt0,,,,,,,test,,65+,Other,Placerat arcu iaculis bibendum! At convallis. Elementum nonummy atque vel suscipit purus.,,,Democratic,,5,1
2024-03-27 15:03:41,2024-03-27 15:03:41,Survey Test,,100,0,True,2024-03-27 15:03:41,R_6g5tSaKdOXPjgwK,,,,,,,test,,35 - 44,No preference,,,,Democratic,,3,1
2024-03-27 15:03:41,2024-03-27 15:03:41,Survey Test,,100,0,True,2024-03-27 15:03:41,R_eahuBKOtfyfXfgO,,,,,,,test,,65+,Republican,,Strong,,,,1,0
2024-03-27 15:03:42,2024-03-27 15:03:42,Survey Test,,100,0,True,2024-03-27 15:03:42,R_2tVAbUsXCA1wMBw,,,,,,,test,,35 - 44,Republican,,Strong,,,,1,1
2024-03-27 15:03:42,2024-03-27 15:03:42,Survey Test,,100,0,True,2024-03-27 15:03:42,R_blTD6GsyDhg6E9E,,,,,,,test,,45 - 54,Other,"Massa atque? Duis et, dui sagittis montes facilisis morbi ipsum.",,,Neither,,3,0
2024-03-27 15:03:42,2024-03-27 15:03:42,Survey Test,,100,0,True,2024-03-27 15:03:42,R_0TYYFnfRgc3KCxg,,,,,,,test,,65+,Independent,,,,Republican,,4,1
2024-03-27 15:03:43,2024-03-27 15:03:43,Survey Test,,100,0,True,2024-03-27 15:03:43,R_9sllE4aP3s1O1ts,,,,,,,test,,45 - 54,Other,"Erat platea, odio in placerat fusce etiam! Sollicitudin eleifend vel, auctor elementum.",,,Neither,,5,1
2024-03-27 15:03:43,2024-03-27 15:03:43,Survey Test,,100,0,True,2024-03-27 15:03:43,R_cUDzsVj3t1IJ5GK,,,,,,,test,,25 - 34,Independent,,,,Republican,,5,0
2024-03-27 15:03:43,2024-03-27 15:03:43,Survey Test,,100,0,True,2024-03-27 15:03:43,R_6EXGeZ5DO6iG11k,,,,,,,test,,U18,Democrat,,,Strong,,,4,1
2024-03-27 15:03:44,2024-03-27 15:03:44,Survey Test,,100,0,True,2024-03-27 15:03:44,R_bOcpTs8GnL4Y6Bo,,,,,,,test,,25 - 34,Republican,,Strong,,,,3,0
2024-03-27 15:03:44,2024-03-27 15:03:44,Survey Test,,100,0,True,2024-03-27 15:03:44,R_7Pt4vqFtPLotd0W,,,,,,,test,,18 - 24,Republican,,Not very strong,,,5,5,0
2024-03-27 15:03:44,2024-03-27 15:03:44,Survey Test,,100,0,True,2024-03-27 15:03:44,R_bxSDrXGrFP8S6JU,,,,,,,test,,35 - 44,Democrat,,,Not very strong,,4,5,1
2024-03-27 15:03:45,2024-03-27 15:03:45,Survey Test,,100,0,True,2024-03-27 15:03:45,R_50aYd0djuoZBm1E,,,,,,,test,,18 - 24,Independent,,,,Republican,,1,0
2024-03-27 15:03:45,2024-03-27 15:03:45,Survey Test,,100,0,True,2024-03-27 15:03:45,R_1OjIWoRHZFJWOkC,,,,,,,test,,U18,Independent,,,,Democratic,,3,0
2024-03-27 15:03:45,2024-03-27 15:03:45,Survey Test,,100,0,True,2024-03-27 15:03:46,R_0BqhXEBzL4iubX0,,,,,,,test,,55 - 64,Other,"Metus felis velit non sodales sagittis. Donec pede. Diam, porttitor. Eleifend interdum! Leo imperdiet wisi.",,,Republican,,2,1
2024-03-27 15:03:46,2024-03-27 15:03:46,Survey Test,,100,0,True,2024-03-27 15:03:46,R_0cDPPZa1isxstKu,,,,,,,test,,U18,Independent,,,,Republican,,4,1
2024-03-27 15:03:46,2024-03-27 15:03:46,Survey Test,,100,0,True,2024-03-27 15:03:46,R_d7174RUEbjMCEn4,,,,,,,test,,35 - 44,Other,Aenean faucibus platea arcu curabitur montes nec? Rutrum consectetuer enim. Quam porttitor leo ab.,,,Republican,,3,1
2024-03-27 15:03:46,2024-03-27 15:03:47,Survey Test,,100,1,True,2024-03-27 15:03:47,R_3e2lqEMhXEgOJoO,,,,,,,test,,45 - 54,Republican,,Not very strong,,,1,5,1
2024-03-27 15:03:49,2024-03-27 15:03:49,Survey Test,,100,0,True,2024-03-27 15:03:49,R_0SoqBbSVCHNaWBE,,,,,,,test,,25 - 34,Other,"Ultricies montes pellentesque temporibus phasellus montes turpis wisi neque tellus urna sem, wisi! Commodo.",,,Neither,,3,1
2024-03-27 15:03:49,2024-03-27 15:03:49,Survey Test,,100,0,True,2024-03-27 15:03:50,R_0GSFM9gaSXiNfD0,,,,,,,test,,55 - 64,Democrat,,,Not very strong,,3,3,0
2024-03-27 15:03:50,2024-03-27 15:03:50,Survey Test,,100,0,True,2024-03-27 15:03:50,R_a4UUrHyAetw81UO,,,,,,,test,,U18,No preference,,,,Republican,,5,1
2024-03-27 15:03:50,2024-03-27 15:03:50,Survey Test,,100,0,True,2024-03-27 15:03:50,R_4GdNr9FV09dSWZU,,,,,,,test,,65+,Other,Rhoncus amet iaculis augue dignissim. Aliquet pede magnis sed cras tortor tempora.,,,Republican,,4,0
2024-03-27 15:03:50,2024-03-27 15:03:51,Survey Test,,100,1,True,2024-03-27 15:03:51,R_3jxMuVrpDnwajNI,,,,,,,test,,35 - 44,Democrat,,,Strong,,,5,1
2024-03-27 15:03:51,2024-03-27 15:03:51,Survey Test,,100,0,True,2024-03-27 15:03:51,R_5pDS46c4voRhUsS,,,,,,,test,,35 - 44,Independent,,,,Neither,,3,1
2024-03-27 15:03:51,2024-03-27 15:03:51,Survey Test,,100,0,True,2024-03-27 15:03:51,R_ehwQZq4r1TYY0Yu,,,,,,,test,,65+,Democrat,,,Not very strong,,3,2,1
2024-03-27 15:03:52,2024-03-27 15:03:52,Survey Test,,100,0,True,2024-03-27 15:03:52,R_ai4PZUkKTGrJW2W,,,,,,,test,,25 - 34,Republican,,Strong,,,,1,0
2024-03-27 15:03:52,2024-03-27 15:03:52,Survey Test,,100,0,True,2024-03-27 15:03:52,R_eLhMQNEYWw8jZ4i,,,,,,,test,,18 - 24,No preference,,,,Republican,,3,1
2024-03-27 15:03:52,2024-03-27 15:03:52,Survey Test,,100,0,True,2024-03-27 15:03:52,R_blbOwdP4o81WvYy,,,,,,,test,,45 - 54,Democrat,,,Not very strong,,3,3,0
2024-03-27 15:03:53,2024-03-27 15:03:53,Survey Test,,100,0,True,2024-03-27 15:03:53,R_2hh3LPKs3atFH70,,,,,,,test,,U18,Democrat,,,Not very strong,,1,5,1
2024-03-27 15:03:53,2024-03-27 15:03:53,Survey Test,,100,0,True,2024-03-27 15:03:53,R_eQeZ6BEctSl03Do,,,,,,,test,,35 - 44,No preference,,,,Republican,,4,1
2024-03-27 15:03:53,2024-03-27 15:03:53,Survey Test,,100,0,True,2024-03-27 15:03:53,R_2twYSTuSJtTgarA,,,,,,,test,,U18,No preference,,,,Republican,,4,0
2024-03-27 15:03:54,2024-03-27 15:03:54,Survey Test,,100,0,True,2024-03-27 15:03:54,R_41JVYVdAZN23ZlQ,,,,,,,test,,U18,Other,Volutpat aliquet porta sodales! Facilisi lectus euismod lorem posuere? Et blandit.,,,Democratic,,4,1
2024-03-27 15:03:54,2024-03-27 15:03:54,Survey Test,,100,0,True,2024-03-27 15:03:54,R_4MdLbAY3AVnhROK,,,,,,,test,,55 - 64,Republican,,Not very strong,,,3,2,1
2024-03-27 15:03:54,2024-03-27 15:03:54,Survey Test,,100,0,True,2024-03-27 15:03:54,R_0xnKJxHNWF3O9Iq,,,,,,,test,,U18,Republican,,Not very strong,,,1,1,1
2024-03-27 15:03:55,2024-03-27 15:03:55,Survey Test,,100,0,True,2024-03-27 15:03:55,R_79TkwPB0gXCycSO,,,,,,,test,,18 - 24,Other,Commodo massa aliquet. Phasellus rutrum! Ut imperdiet vel metus. Egestas.,,,Republican,,3,0
2024-03-27 15:03:55,2024-03-27 15:03:55,Survey Test,,100,0,True,2024-03-27 15:03:55,R_9BssHuVDA7WkvpY,,,,,,,test,,35 - 44,Republican,,Not very strong,,,1,5,0
2024-03-27 15:03:55,2024-03-27 15:03:55,Survey Test,,100,0,True,2024-03-27 15:03:55,R_4THuSZznxbIujZA,,,,,,,test,,18 - 24,Other,Natoque tempus. Euismod dictumst nunc? Id luctus tortor molestie. Per venenatis mattis wisi montes.,,,Republican,,3,0
2024-03-27 15:03:55,2024-03-27 15:03:56,Survey Test,,100,1,True,2024-03-27 15:03:56,R_0IBfGvYIzl79kZ8,,,,,,,test,,45 - 54,Independent,,,,Republican,,5,1
2024-03-27 15:03:57,2024-03-27 15:03:57,Survey Test,,100,0,True,2024-03-27 15:03:57,R_0IjNF5UIW39DnPU,,,,,,,test,,35 - 44,Democrat,,,Not very strong,,4,4,0
2024-03-27 15:03:57,2024-03-27 15:03:57,Survey Test,,100,0,True,2024-03-27 15:03:57,R_b0WXqrG4PsEglwi,,,,,,,test,,U18,Republican,,Strong,,,,5,0
2024-03-27 15:03:57,2024-03-27 15:03:57,Survey Test,,100,0,True,2024-03-27 15:03:57,R_3kQ43fIn3biHNoG,,,,,,,test,,45 - 54,Other,Commodo nunc ridiculus accumsan turpis neque dui ullamcorper urna a sagittis porttitor.,,,Republican,,4,1
2024-03-27 15:03:57,2024-03-27 15:03:58,Survey Test,,100,1,True,2024-03-27 15:03:58,R_8evNSqUILjUuy7Y,,,,,,,test,,35 - 44,No preference,,,,Republican,,3,0
2024-03-27 15:03:59,2024-03-27 15:03:59,Survey Test,,100,0,True,2024-03-27 15:03:59,R_1MozaiQ0terXOKy,,,,,,,test,,55 - 64,Republican,,Strong,,,,2,0
2024-03-27 15:03:59,2024-03-27 15:03:59,Survey Test,,100,0,True,2024-03-27 15:03:59,R_2c7R8BROT7ZgUCy,,,,,,,test,,25 - 34,Democrat,,,Strong,,,1,0
2024-03-27 15:04:00,2024-03-27 15:04:00,Survey Test,,100,0,True,2024-03-27 15:04:00,R_2iztUDNSEW2KoiW,,,,,,,test,,55 - 64,No preference,,,,Republican,,5,0
2024-03-27 15:04:00,2024-03-27 15:04:00,Survey Test,,100,0,True,2024-03-27 15:04:00,R_2gVmDqQKjCjAXCS,,,,,,,test,,55 - 64,No preference,,,,Democratic,,5,0
2024-03-27 15:04:00,2024-03-27 15:04:01,Survey Test,,100,1,True,2024-03-27 15:04:01,R_0fDDxB6Jiaqh6my,,,,,,,test,,65+,Republican,,Not very strong,,,5,5,0
2024-03-27 15:04:01,2024-03-27 15:04:01,Survey Test,,100,0,True,2024-03-27 15:04:01,R_81zQvokimzcXdBQ,,,,,,,test,,65+,Independent,,,,Republican,,1,0
2024-03-27 15:04:01,2024-03-27 15:04:01,Survey Test,,100,0,True,2024-03-27 15:04:01,R_3POvKLq3jm81bds,,,,,,,test,,U18,Republican,,Not very strong,,,2,2,1
2024-03-27 15:04:02,2024-03-27 15:04:02,Survey Test,,100,0,True,2024-03-27 15:04:02,R_eRroeJcVB2Nr0rA,,,,,,,test,,65+,Republican,,Not very strong,,,3,5,0
2024-03-27 15:04:02,2024-03-27 15:04:02,Survey Test,,100,0,True,2024-03-27 15:04:02,R_cBerwOGxgOoFFGu,,,,,,,test,,45 - 54,Independent,,,,Republican,,5,1
2024-03-27 15:04:02,2024-03-27 15:04:02,Survey Test,,100,0,True,2024-03-27 15:04:03,R_ddkI6gMI4n4YUBg,,,,,,,test,,45 - 54,Other,Mattis ligula odio accusamus atque dui curabitur mauris posuere et at.,,,Neither,,4,1
2024-03-27 15:04:03,2024-03-27 15:04:03,Survey Test,,100,0,True,2024-03-27 15:04:03,R_2noMxRvEwbC3R6S,,,,,,,test,,65+,Independent,,,,Neither,,3,0
2024-03-27 15:04:03,2024-03-27 15:04:03,Survey Test,,100,0,True,2024-03-27 15:04:03,R_eFZySX0mgay58mW,,,,,,,test,,45 - 54,Other,"Proin. Molestie sodales dictumst? Neque nunc? Enim? Rhoncus, nunc elit vulputate suspendisse viverra dolorem consectetuer.",,,Neither,,1,0
2024-03-27 15:04:04,2024-03-27 15:04:04,Survey Test,,100,0,True,2024-03-27 15:04:04,R_7Onm53LmivR3IAC,,,,,,,test,,25 - 34,Republican,,Not very strong,,,4,5,1
2024-03-27 15:04:04,2024-03-27 15:04:04,Survey Test,,100,0,True,2024-03-27 15:04:04,R_4G6rD8rlT5DR0cm,,,,,,,test,,45 - 54,Republican,,Not very strong,,,1,1,0
2024-03-27 15:04:04,2024-03-27 15:04:04,Survey Test,,100,0,True,2024-03-27 15:04:04,R_9GiCUbmqvjwqR4a,,,,,,,test,,55 - 64,No preference,,,,Neither,,4,0
2024-03-27 15:04:04,2024-03-27 15:04:04,Survey Test,,100,0,True,2024-03-27 15:04:05,R_eqSYGKmqxUobMtU,,,,,,,test,,25 - 34,No preference,,,,Neither,,2,1
2024-03-27 15:04:05,2024-03-27 15:04:05,Survey Test,,100,0,True,2024-03-27 15:04:05,R_5yGFuIWnZ7NbEKa,,,,,,,test,,25 - 34,Republican,,Not very strong,,,4,4,1
2024-03-27 15:04:05,2024-03-27 15:04:05,Survey Test,,100,0,True,2024-03-27 15:04:05,R_41JFWX5zgLFF6GW,,,,,,,test,,18 - 24,Democrat,,,Not very strong,,4,1,1
2024-03-27 15:04:05,2024-03-27 15:04:05,Survey Test,,100,0,True,2024-03-27 15:04:06,R_a4enq3oYa8ZA7JQ,,,,,,,test,,18 - 24,Other,Magna metus? Justo a augue ligula blandit elementum arcu neque. Blandit.,,,Democratic,,5,0
2024-03-27 15:04:06,2024-03-27 15:04:06,Survey Test,,100,0,True,2024-03-27 15:04:06,R_4NIkcZ0ICDy8jzw,,,,,,,test,,65+,No preference,,,,Republican,,3,1
2024-03-27 15:04:06,2024-03-27 15:04:06,Survey Test,,100,0,True,2024-03-27 15:04:06,R_9S67jyhx9ELv7aC,,,,,,,test,,65+,Democrat,,,Strong,,,5,0
2024-03-27 15:04:06,2024-03-27 15:04:06,Survey Test,,100,0,True,2024-03-27 15:04:07,R_1Rkq7bvBDdR25mu,,,,,,,test,,65+,No preference,,,,Democratic,,3,1
2024-03-27 15:04:07,2024-03-27 15:04:07,Survey Test,,100,0,True,2024-03-27 15:04:07,R_5u55yyhdkbX1stE,,,,,,,test,,65+,Other,"Phasellus malesuada a integer neque, justo id nullam faucibus vestibulum volutpat a culpa.",,,Neither,,3,1
2024-03-27 15:04:07,2024-03-27 15:04:07,Survey Test,,100,0,True,2024-03-27 15:04:07,R_74gHAsqsGpC3MRE,,,,,,,test,,45 - 54,No preference,,,,Neither,,2,0
2024-03-27 15:04:07,2024-03-27 15:04:07,Survey Test,,100,0,True,2024-03-27 15:04:07,R_0StycJV8LQlgRLw,,,,,,,test,,25 - 34,No preference,,,,Democratic,,5,0
2024-03-27 15:04:08,2024-03-27 15:04:08,Survey Test,,100,0,True,2024-03-27 15:04:08,R_bqs1G6dV093Qehw,,,,,,,test,,18 - 24,Other,Vehicula luctus ab magnis volutpat sit pretium eleifend dolor vivamus elementum.,,,Democratic,,5,0
2024-03-27 15:04:08,2024-03-27 15:04:08,Survey Test,,100,0,True,2024-03-27 15:04:08,R_9GpUyKmDaLPsS0u,,,,,,,test,,U18,Republican,,Strong,,,,4,0
2024-03-27 15:04:08,2024-03-27 15:04:08,Survey Test,,100,0,True,2024-03-27 15:04:09,R_6XxsgXwICqc4ycm,,,,,,,test,,18 - 24,Other,Facilisi orci vel elit sollicitudin. Erat sed laoreet faucibus porttitor venenatis. Nullam nulla.,,,Neither,,3,1
2024-03-27 15:04:09,2024-03-27 15:04:09,Survey Test,,100,0,True,2024-03-27 15:04:09,R_6DOrzBhA9asPEQ6,,,,,,,test,,35 - 44,Other,"Auctor! Facilisis ut! Porta id egestas. Lectus convallis ultrices cras sed, tellus gravida, viverra.",,,Democratic,,5,1
2024-03-27 15:04:09,2024-03-27 15:04:09,Survey Test,,100,0,True,2024-03-27 15:04:09,R_1HT1Yw9v3ESorcO,,,,,,,test,,45 - 54,Republican,,Strong,,,,5,1
2024-03-27 15:04:09,2024-03-27 15:04:09,Survey Test,,100,0,True,2024-03-27 15:04:10,R_dmcjZsyH4plQexw,,,,,,,test,,18 - 24,No preference,,,,Neither,,4,0
2024-03-27 15:04:10,2024-03-27 15:04:10,Survey Test,,100,0,True,2024-03-27 15:04:10,R_d9UViFGzGSxHHYW,,,,,,,test,,U18,No preference,,,,Democratic,,4,0
2024-03-27 15:04:10,2024-03-27 15:04:10,Survey Test,,100,0,True,2024-03-27 15:04:10,R_0e21hZSRzOq7YRU,,,,,,,test,,18 - 24,Independent,,,,Democratic,,1,1
2024-03-27 15:04:11,2024-03-27 15:04:11,Survey Test,,100,0,True,2024-03-27 15:04:11,R_735YHa3S5l2MZKe,,,,,,,test,,55 - 64,Democrat,,,Strong,,,1,0
2024-03-27 15:04:11,2024-03-27 15:04:11,Survey Test,,100,0,True,2024-03-27 15:04:11,R_5sCpyaNOp653fPo,,,,,,,test,,55 - 64,Independent,,,,Neither,,2,0
2024-03-27 15:04:11,2024-03-27 15:04:11,Survey Test,,100,0,True,2024-03-27 15:04:12,R_b2FBDRcIqIQniDA,,,,,,,test,,65+,Democrat,,,Not very strong,,3,3,0
2024-03-27 15:04:12,2024-03-27 15:04:12,Survey Test,,100,0,True,2024-03-27 15:04:12,R_cByJ8vZxWOFHTn0,,,,,,,test,,18 - 24,Republican,,Strong,,,,2,0
2024-03-27 15:04:12,2024-03-27 15:04:12,Survey Test,,100,0,True,2024-03-27 15:04:12,R_0wyvuXi9ziqPuZw,,,,,,,test,,U18,Independent,,,,Republican,,1,1
2024-03-27 15:04:12,2024-03-27 15:04:12,Survey Test,,100,0,True,2024-03-27 15:04:13,R_0CirOwf1LDHlwmG,,,,,,,test,,55 - 64,No preference,,,,Neither,,3,1
2024-03-27 15:04:13,2024-03-27 15:04:13,Survey Test,,100,0,True,2024-03-27 15:04:13,R_0wvAIYrmsLBgqJE,,,,,,,test,,U18,Democrat,,,Not very strong,,4,1,1
2024-03-27 15:04:13,2024-03-27 15:04:13,Survey Test,,100,0,True,2024-03-27 15:04:13,R_9KodOThQPBTSmlo,,,,,,,test,,35 - 44,Other,Primis vel dolorem ligula orci tincidunt donec dapibus sit dapibus elit temporibus.,,,Republican,,4,1
2024-03-27 15:04:13,2024-03-27 15:04:13,Survey Test,,100,0,True,2024-03-27 15:04:14,R_71EL3lTRYB55xk2,,,,,,,test,,18 - 24,Other,Placerat mi vestibulum. Integer at id id ultricies felis erat molestie pede? Id nonummy.,,,Neither,,1,0
2024-03-27 15:04:17,2024-03-27 15:04:18,Survey Test,,100,1,True,2024-03-27 15:04:18,R_eJQpJLX16UZYRf0,,,,,,,test,,35 - 44,Republican,,Not very strong,,,2,3,1
2024-03-27 15:04:18,2024-03-27 15:04:18,Survey Test,,100,0,True,2024-03-27 15:04:18,R_0Cx5kbB6609fc6G,,,,,,,test,,25 - 34,Other,Id sollicitudin sit fringilla! Dapibus pede duis nonummy ridiculus magna temporibus viverra.,,,Republican,,3,0
2024-03-27 15:04:18,2024-03-27 15:04:19,Survey Test,,100,1,True,2024-03-27 15:04:19,R_b9KYV9l36wagNTM,,,,,,,test,,35 - 44,No preference,,,,Neither,,3,1
2024-03-27 15:04:19,2024-03-27 15:04:19,Survey Test,,100,0,True,2024-03-27 15:04:19,R_cBD8V8u2Hlzapgy,,,,,,,test,,U18,Democrat,,,Strong,,,5,1
2024-03-27 15:04:19,2024-03-27 15:04:19,Survey Test,,100,0,True,2024-03-27 15:04:19,R_7O1nKbgHGpjBJnU,,,,,,,test,,65+,Democrat,,,Not very strong,,5,3,1
2024-03-27 15:04:20,2024-03-27 15:04:20,Survey Test,,100,0,True,2024-03-27 15:04:20,R_2t4adBoVgerdmoS,,,,,,,test,,25 - 34,No preference,,,,Neither,,4,0
2024-03-27 15:04:20,2024-03-27 15:04:20,Survey Test,,100,0,True,2024-03-27 15:04:20,R_79bv5STnCiq6Suq,,,,,,,test,,18 - 24,Republican,,Strong,,,,3,0
2024-03-27 15:04:20,2024-03-27 15:04:21,Survey Test,,100,1,True,2024-03-27 15:04:21,R_emNmEgVy3GslnLg,,,,,,,test,,35 - 44,No preference,,,,Republican,,5,0
2024-03-27 15:04:21,2024-03-27 15:04:21,Survey Test,,100,0,True,2024-03-27 15:04:22,R_d58FR2ER0bF4kTQ,,,,,,,test,,U18,Democrat,,,Not very strong,,5,4,0
2024-03-27 15:04:22,2024-03-27 15:04:22,Survey Test,,100,0,True,2024-03-27 15:04:22,R_01kqOgEDJ5XQErc,,,,,,,test,,18 - 24,Other,Arcu magna sapien massa blandit. Aliquet molestie mauris dui ultricies etiam ligula.,,,Neither,,1,1
2024-03-27 15:04:22,2024-03-27 15:04:22,Survey Test,,100,0,True,2024-03-27 15:04:22,R_dnk8MsJO58gNyd0,,,,,,,test,,18 - 24,Democrat,,,Not very strong,,4,2,1
2024-03-27 15:04:23,2024-03-27 15:04:23,Survey Test,,100,0,True,2024-03-27 15:04:23,R_4UFpMonULW46P4i,,,,,,,test,,18 - 24,Independent,,,,Republican,,3,0
2024-03-27 15:04:23,2024-03-27 15:04:23,Survey Test,,100,0,True,2024-03-27 15:04:23,R_81XI6IfD8MCv89M,,,,,,,test,,55 - 64,Democrat,,,Strong,,,5,1
2024-03-27 15:04:23,2024-03-27 15:04:23,Survey Test,,100,0,True,2024-03-27 15:04:23,R_6upyJI6Asu2qUZM,,,,,,,test,,25 - 34,Democrat,,,Not very strong,,3,5,1
2024-03-27 15:04:24,2024-03-27 15:04:24,Survey Test,,100,0,True,2024-03-27 15:04:24,R_2l85rXI4b9De9vw,,,,,,,test,,25 - 34,Other,Ultrices dictumst felis in? Purus viverra primis fringilla faucibus donec at.,,,Republican,,4,1
2024-03-27 15:04:24,2024-03-27 15:04:24,Survey Test,,100,0,True,2024-03-27 15:04:24,R_0wg6d4HbfeBeKX4,,,,,,,test,,U18,Independent,,,,Neither,,3,1
